"CHEM_HISTORY_BATCH_ID","CHEM_HISTORY_SAMPLE_ID","CHB_SYS_SAMPLE_CDE","CHB_LAB_ANAL_METHOD_NAME","CHB_ANALYSIS_DATE","CHB_FRACTION","CHB_TEST_TYPE","CHB_TEST_BATCH_TYPE","CHB_TEST_BATCH_ID","CREATE_DATE","END_DATE","UPDATE_DATE","UPDATED_BY_GUID"
"","","13PETK-6.1_070617_WS","E365.1",2017-07-19 14:58:00,"T","initial","Prep","292627","","","",""
"","","13PETK-6.1_070617_WS","E180.1",2017-07-07 17:30:00,"T","initial","Analysis","552763","","","",""
"","","13XSDK-4.2_070617_WS","SM 2320 B",2017-07-10 20:58:00,"T","initial","Analysis","552986","","","",""
"","","13XSDK-4.2_070617_WS","D6919-09",2017-07-10 19:50:00,"T","initial","Analysis","552978","","","",""
"","","13XSDK-4.2_070617_WS","E300.0",2017-07-10 12:05:00,"T","initial","Analysis","552988","","","",""
"","","13XSDK-4.2_070617_WS","E120.1",2017-07-07 18:57:00,"T","initial","Analysis","552770","","","",""
"","","13XSDK-4.2_070617_WS","SM2340B",2017-07-12 14:00:00,"T","initial","Analysis","6-Jul-12","","","",""
"","","13XSDK-4.2_070617_WS","Calculation",2017-07-07 10:37:00,"T","initial","Analysis","552851","","","",""
"","","13XSDK-4.2_070617_WS","E353.2",2017-07-08 13:05:00,"T","initial","Analysis","552790","","","",""
"","","13XSDK-4.2_070617_WS","E353.2",2017-07-07 10:37:00,"T","initial","Analysis","552851","","","",""
"","","13XSDK-4.2_070617_WS","SM 4500-H+B",2017-07-07 18:57:00,"T","initial","Analysis","552764","","","",""
"","","13XSDK-4.2_070617_WS","E365.1",2017-07-19 14:59:00,"T","initial","Prep","292627","","","",""
"","","13XSDK-4.2_070617_WS","E180.1",2017-07-07 17:30:00,"T","initial","Analysis","552763","","","",""
"","","13PETK-6.1EB_070617_WS","SM 2320 B",2017-07-10 21:01:00,"T","initial","Analysis","552986","","","",""
"","","13PETK-6.1EB_070617_WS","D6919-09",2017-07-10 21:10:00,"T","initial","Analysis","552978","","","",""
"","","13PETK-6.1EB_070617_WS","E300.0",2017-07-10 12:37:00,"T","initial","Analysis","552988","","","",""
"","","13PETK-6.1EB_070617_WS","E120.1",2017-07-07 18:57:00,"T","initial","Analysis","552770","","","",""
"","","13PETK-6.1EB_070617_WS","SM2340B",2017-07-12 14:17:00,"T","initial","Analysis","6-Jul-12","","","",""
"","","13PETK-6.1EB_070617_WS","Calculation",2017-07-07 10:38:00,"T","initial","Analysis","552851","","","",""
"","","13PETK-6.1EB_070617_WS","E353.2",2017-07-08 13:09:00,"T","initial","Analysis","552790","","","",""
"","","13PETK-6.1EB_070617_WS","E353.2",2017-07-07 10:38:00,"T","initial","Analysis","552851","","","",""
"","","13PETK-6.1EB_070617_WS","SM 4500-H+B",2017-07-07 18:57:00,"T","initial","Analysis","552764","","","",""
"","","13PETK-6.1EB_070617_WS","E365.1",2017-07-19 15:00:00,"T","initial","Prep","292627","","","",""
"","","13PETK-6.1EB_070617_WS","E180.1",2017-07-07 17:30:00,"T","initial","Analysis","552763","","","",""
"","","13XSTK-4.8_070617_WS","SM 2320 B",2017-07-10 21:13:00,"T","initial","Analysis","552986","","","",""
"","","13XSTK-4.8_070617_WS","D6919-09",2017-07-12 00:55:00,"T","initial","Analysis","553179","","","",""
"","","13XSTK-4.8_070617_WS","E300.0",2017-07-10 12:47:00,"T","initial","Analysis","552988","","","",""
"","","13XSTK-4.8_070617_WS","E120.1",2017-07-07 18:57:00,"T","initial","Analysis","552770","","","",""
"","","13XSTK-4.8_070617_WS","SM2340B",2017-07-12 14:27:00,"T","initial","Analysis","6-Jul-12","","","",""
"","","13XSTK-4.8_070617_WS","Calculation",2017-07-07 10:39:00,"T","initial","Analysis","552851","","","",""
"","","13XSTK-4.8_070617_WS","E353.2",2017-07-08 13:10:00,"T","initial","Analysis","552790","","","",""
"","","13XSTK-4.8_070617_WS","E353.2",2017-07-07 10:39:00,"T","initial","Analysis","552851","","","",""
"","","13XSTK-4.8_070617_WS","SM 4500-H+B",2017-07-07 18:57:00,"T","initial","Analysis","552764","","","",""
"","","13XSTK-4.8_070617_WS","E365.1",2017-07-19 15:06:00,"T","initial","Prep","292627","","","",""
"","","13XSTK-4.8_070617_WS","E180.1",2017-07-07 17:30:00,"T","initial","Analysis","552763","","","",""
"","","13XFBK-1.2_070617_WS","SM 2320 B",2017-07-10 21:14:00,"T","initial","Analysis","552986","","","",""
"","","13XFBK-1.2_070617_WS","D6919-09",2017-07-10 21:42:00,"T","initial","Analysis","552978","","","",""
"","","13XFBK-1.2_070617_WS","E300.0",2017-07-10 12:58:00,"T","initial","Analysis","552988","","","",""
"","","13XFBK-1.2_070617_WS","E120.1",2017-07-07 18:57:00,"T","initial","Analysis","552770","","","",""
"","","13XFBK-1.2_070617_WS","SM2340B",2017-07-12 14:30:00,"T","initial","Analysis","6-Jul-12","","","",""
"","","13XFBK-1.2_070617_WS","Calculation",2017-07-07 10:40:00,"T","initial","Analysis","552851","","","",""
"","","13XFBK-1.2_070617_WS","E353.2",2017-07-08 13:14:00,"T","initial","Analysis","552790","","","",""
"","","13XFBK-1.2_070617_WS","E353.2",2017-07-07 10:40:00,"T","initial","Analysis","552851","","","",""
"","","13XFBK-1.2_070617_WS","SM 4500-H+B",2017-07-07 18:57:00,"T","initial","Analysis","552764","","","",""
"","","13XFBK-1.2_070617_WS","E365.1",2017-07-19 15:07:00,"T","initial","Prep","292627","","","",""
"","","13XFBK-1.2_070617_WS","E180.1",2017-07-07 17:30:00,"T","initial","Analysis","552763","","","",""
"","","13XFBK-0.1_070617_WS","SM 2320 B",2017-07-10 21:17:00,"T","initial","Analysis","552986","","","",""
"","","13XFBK-0.1_070617_WS","D6919-09",2017-07-10 23:02:00,"T","initial","Analysis","552978","","","",""
"","","13XFBK-0.1_070617_WS","E300.0",2017-07-10 13:08:00,"T","initial","Analysis","552988","","","",""
"","","13XFBK-0.1_070617_WS","E120.1",2017-07-07 18:57:00,"T","initial","Analysis","552770","","","",""
"","","13XFBK-0.1_070617_WS","SM2340B",2017-07-12 14:33:00,"T","initial","Analysis","6-Jul-12","","","",""
"","","13XFBK-0.1_070617_WS","Calculation",2017-07-07 10:41:00,"T","initial","Analysis","552851","","","",""
"","","13XFBK-0.1_070617_WS","E353.2",2017-07-08 13:15:00,"T","initial","Analysis","552790","","","",""
"","","13XFBK-0.1_070617_WS","E353.2",2017-07-07 10:41:00,"T","initial","Analysis","552851","","","",""
"","","13XFBK-0.1_070617_WS","SM 4500-H+B",2017-07-07 18:57:00,"T","initial","Analysis","552764","","","",""
"","","13XFBK-0.1_070617_WS","E365.1",2017-07-19 15:08:00,"T","initial","Prep","292627","","","",""
"","","13XFBK-0.1_070617_WS","E180.1",2017-07-07 17:30:00,"T","initial","Analysis","552763","","","",""
"","","13XFBK-0.1 Dup_070617_WS","SM 2320 B",2017-07-10 21:18:00,"T","initial","Analysis","552986","","","",""
"","","13XFBK-0.1 Dup_070617_WS","D6919-09",2017-07-10 23:18:00,"T","initial","Analysis","552978","","","",""
"","","13XFBK-0.1 Dup_070617_WS","E300.0",2017-07-10 13:19:00,"T","initial","Analysis","552988","","","",""
"","","13XFBK-0.1 Dup_070617_WS","E120.1",2017-07-07 18:57:00,"T","initial","Analysis","552770","","","",""
"","","13XFBK-0.1 Dup_070617_WS","SM2340B",2017-07-12 14:37:00,"T","initial","Analysis","6-Jul-12","","","",""
"","","13XFBK-0.1 Dup_070617_WS","Calculation",2017-07-07 10:41:00,"T","initial","Analysis","552851","","","",""
"","","13XFBK-0.1 Dup_070617_WS","E353.2",2017-07-08 13:17:00,"T","initial","Analysis","552790","","","",""
"","","13XFBK-0.1 Dup_070617_WS","E353.2",2017-07-07 10:41:00,"T","initial","Analysis","552851","","","",""
"","","13XFBK-0.1 Dup_070617_WS","SM 4500-H+B",2017-07-07 18:57:00,"T","initial","Analysis","552764","","","",""
"","","13XFBK-0.1 Dup_070617_WS","E365.1",2017-07-19 15:09:00,"T","initial","Prep","292627","","","",""
"","","13XFBK-0.1 Dup_070617_WS","E180.1",2017-07-07 17:30:00,"T","initial","Analysis","552763","","","",""
"","","13KROM-1.1_070617_WS","SM 2320 B",2017-07-10 21:23:00,"T","initial","Analysis","552986","","","",""
"","","13KROM-1.1_070617_WS","D6919-09",2017-07-11 00:38:00,"T","initial","Analysis","552980","","","",""
"","","13KROM-1.1_070617_WS","E300.0",2017-07-11 21:41:00,"T","initial","Analysis","553173","","","",""
"","","13KROM-1.1_070617_WS","E120.1",2017-07-07 18:57:00,"T","initial","Analysis","552770","","","",""
"","","13KROM-1.1_070617_WS","SM2340B",2017-07-12 14:40:00,"T","initial","Analysis","6-Jul-12","","","",""
"","","13KROM-1.1_070617_WS","Calculation",2017-07-07 10:25:00,"T","initial","Analysis","552794","","","",""
"","","13KROM-1.1_070617_WS","E353.2",2017-07-08 13:18:00,"T","initial","Analysis","552790","","","",""
"","","13KROM-1.1_070617_WS","E353.2",2017-07-07 10:25:00,"T","initial","Analysis","552794","","","",""
"","","13KROM-1.1_070617_WS","SM 4500-H+B",2017-07-07 18:57:00,"T","initial","Analysis","552764","","","",""
"","","13KROM-1.1_070617_WS","E365.1",2017-07-19 15:11:00,"T","initial","Prep","292627","","","",""
"","","13KROM-1.1_070617_WS","E180.1",2017-07-07 17:30:00,"T","initial","Analysis","552763","","","",""
"","","13WYNT-0.7_070617_WS","SM 2320 B",2017-07-10 21:29:00,"T","initial","Analysis","552986","","","",""
"","","13WYNT-0.7_070617_WS","D6919-09",2017-07-11 01:11:00,"T","initial","Analysis","552980","","","",""
"","","13WYNT-0.7_070617_WS","E300.0",2017-07-10 14:22:00,"T","initial","Analysis","552988","","","",""
"","","13WYNT-0.7_070617_WS","E120.1",2017-07-07 18:57:00,"T","initial","Analysis","552770","","","",""
"","","13WYNT-0.7_070617_WS","SM2340B",2017-07-12 14:43:00,"T","initial","Analysis","6-Jul-12","","","",""
"","","13WYNT-0.7_070617_WS","Calculation",2017-07-07 10:27:00,"T","initial","Analysis","552794","","","",""
"","","13WYNT-0.7_070617_WS","E353.2",2017-07-08 13:20:00,"T","initial","Analysis","552790","","","",""
"","","13WYNT-0.7_070617_WS","E353.2",2017-07-07 10:27:00,"T","initial","Analysis","552794","","","",""
"","","13WYNT-0.7_070617_WS","SM 4500-H+B",2017-07-07 18:57:00,"T","initial","Analysis","552764","","","",""
"","","13WYNT-0.7_070617_WS","E365.1",2017-07-19 15:12:00,"T","initial","Prep","292627","","","",""
"","","13WYNT-0.7_070617_WS","E180.1",2017-07-07 17:30:00,"T","initial","Analysis","552763","","","",""
"","","13POST-0.8_070617_WS","SM 2320 B",2017-07-10 21:37:00,"T","initial","Analysis","552987","","","",""
"","","13POST-0.8_070617_WS","D6919-09",2017-07-11 13:25:00,"T","initial","Analysis","553176","","","",""
"","","13POST-0.8_070617_WS","E300.0",2017-07-10 14:33:00,"T","initial","Analysis","552988","","","",""
"","","13POST-0.8_070617_WS","E120.1",2017-07-07 18:57:00,"T","initial","Analysis","552770","","","",""
"","","13POST-0.8_070617_WS","SM2340B",2017-07-12 14:47:00,"T","initial","Analysis","6-Jul-12","","","",""
"","","13POST-0.8_070617_WS","Calculation",2017-07-07 10:28:00,"T","initial","Analysis","552794","","","",""
"","","13POST-0.8_070617_WS","E353.2",2017-07-08 13:21:00,"T","initial","Analysis","552790","","","",""
"","","13POST-0.8_070617_WS","E353.2",2017-07-07 10:28:00,"T","initial","Analysis","552794","","","",""
"","","13POST-0.8_070617_WS","SM 4500-H+B",2017-07-07 18:57:00,"T","initial","Analysis","552764","","","",""
"","","13POST-0.8_070617_WS","E365.1",2017-07-19 15:13:00,"T","initial","Prep","292627","","","",""
"","","13POST-0.8_070617_WS","E180.1",2017-07-07 17:30:00,"T","initial","Analysis","552763","","","",""
"","","13POST-18.4_070617_WS","SM 2320 B",2017-07-10 21:41:00,"T","initial","Analysis","552987","","","",""
"","","13POST-18.4_070617_WS","D6919-09",2017-07-11 13:57:00,"T","initial","Analysis","553176","","","",""
"","","13POST-18.4_070617_WS","E300.0",2017-07-10 20:42:00,"T","initial","Analysis","553045","","","",""
"","","13POST-18.4_070617_WS","E120.1",2017-07-07 18:57:00,"T","initial","Analysis","552770","","","",""
"","","13POST-18.4_070617_WS","SM2340B",2017-07-12 14:50:00,"T","initial","Analysis","6-Jul-12","","","",""
"","","13POST-18.4_070617_WS","Calculation",2017-07-07 10:29:00,"T","initial","Analysis","552794","","","",""
"","","13POST-18.4_070617_WS","E353.2",2017-07-08 13:26:00,"T","initial","Analysis","552791","","","",""
"","","13POST-18.4_070617_WS","E353.2",2017-07-07 10:29:00,"T","initial","Analysis","552794","","","",""
"","","13POST-18.4_070617_WS","SM 4500-H+B",2017-07-07 18:57:00,"T","initial","Analysis","552764","","","",""
"","","13POST-18.4_070617_WS","E365.1",2017-07-19 15:14:00,"T","initial","Prep","292627","","","",""
"","","13POST-18.4_070617_WS","E180.1",2017-07-07 17:30:00,"T","initial","Analysis","552763","","","",""
"","","13BLAG-3.4_070617_WS","SM 2320 B",2017-07-10 21:44:00,"T","initial","Analysis","552987","","","",""
"","","13BLAG-3.4_070617_WS","D6919-09",2017-07-11 15:33:00,"T","initial","Analysis","553176","","","",""
"","","13BLAG-3.4_070617_WS","E300.0",2017-07-10 14:54:00,"T","initial","Analysis","552988","","","",""
"","","13BLAG-3.4_070617_WS","E120.1",2017-07-07 18:57:00,"T","initial","Analysis","552770","","","",""
"","","13BLAG-3.4_070617_WS","SM2340B",2017-07-12 14:53:00,"T","initial","Analysis","6-Jul-12","","","",""
"","","13BLAG-3.4_070617_WS","Calculation",2017-07-07 10:29:00,"T","initial","Analysis","552794","","","",""
"","","13BLAG-3.4_070617_WS","E353.2",2017-07-08 13:28:00,"T","initial","Analysis","552791","","","",""
"","","13BLAG-3.4_070617_WS","E353.2",2017-07-07 10:29:00,"T","initial","Analysis","552794","","","",""
"","","13BLAG-3.4_070617_WS","SM 4500-H+B",2017-07-07 18:57:00,"T","initial","Analysis","552764","","","",""
"","","13BLAG-3.4_070617_WS","E365.1",2017-07-19 15:15:00,"T","initial","Prep","292627","","","",""
"","","13BLAG-3.4_070617_WS","E180.1",2017-07-07 17:30:00,"T","initial","Analysis","552763","","","",""
"","","13KIND-39.4_070617_WS","SM 2320 B",2017-07-10 21:56:00,"T","initial","Analysis","552987","","","",""
"","","13KIND-39.4_070617_WS","D6919-09",2017-07-11 16:54:00,"T","initial","Analysis","553178","","","",""
"","","13KIND-39.4_070617_WS","E300.0",2017-07-10 15:04:00,"T","initial","Analysis","552988","","","",""
"","","13KIND-39.4_070617_WS","E120.1",2017-07-07 18:57:00,"T","initial","Analysis","552770","","","",""
"","","13KIND-39.4_070617_WS","SM2340B",2017-07-12 14:57:00,"T","initial","Analysis","6-Jul-12","","","",""
"","","13KIND-39.4_070617_WS","Calculation",2017-07-07 10:30:00,"T","initial","Analysis","552794","","","",""
"","","13KIND-39.4_070617_WS","E353.2",2017-07-08 13:29:00,"T","initial","Analysis","552791","","","",""
"","","13KIND-39.4_070617_WS","E353.2",2017-07-07 10:30:00,"T","initial","Analysis","552794","","","",""
"","","13KIND-39.4_070617_WS","SM 4500-H+B",2017-07-07 18:57:00,"T","initial","Analysis","552764","","","",""
"","","13KIND-39.4_070617_WS","E365.1",2017-07-19 15:18:00,"T","initial","Prep","292627","","","",""
"","","13KIND-39.4_070617_WS","E180.1",2017-07-07 17:30:00,"T","initial","Analysis","552763","","","",""
"","","13KIND-42.8_070617_WS","SM 2320 B",2017-07-10 22:01:00,"T","initial","Analysis","552987","","","",""
"","","13KIND-42.8_070617_WS","D6919-09",2017-07-11 18:30:00,"T","initial","Analysis","553178","","","",""
"","","13KIND-42.8_070617_WS","E300.0",2017-07-10 15:15:00,"T","initial","Analysis","552988","","","",""
"","","13KIND-42.8_070617_WS","E120.1",2017-07-07 18:57:00,"T","initial","Analysis","552770","","","",""
"","","13KIND-42.8_070617_WS","SM2340B",2017-07-12 15:06:00,"T","initial","Analysis","6-Jul-12","","","",""
"","","13KIND-42.8_070617_WS","Calculation",2017-07-07 10:31:00,"T","initial","Analysis","552794","","","",""
"","","13KIND-42.8_070617_WS","E353.2",2017-07-08 13:30:00,"T","initial","Analysis","552791","","","",""
"","","13KIND-42.8_070617_WS","E353.2",2017-07-07 10:31:00,"T","initial","Analysis","552794","","","",""
"","","13KIND-42.8_070617_WS","SM 4500-H+B",2017-07-07 18:57:00,"T","initial","Analysis","552764","","","",""
"","","13KIND-42.8_070617_WS","E365.1",2017-07-19 15:20:00,"T","initial","Prep","292627","","","",""
"","","13KIND-42.8_070617_WS","E180.1",2017-07-07 17:30:00,"T","initial","Analysis","552763","","","",""
"","","13MILL-6.7_070617_WS","SM 2320 B",2017-07-10 22:07:00,"T","initial","Analysis","552987","","","",""
"","","13MILL-6.7_070617_WS","D6919-09",2017-07-11 19:50:00,"T","initial","Analysis","553178","","","",""
"","","13MILL-6.7_070617_WS","E300.0",2017-07-10 15:26:00,"T","initial","Analysis","552988","","","",""
"","","13MILL-6.7_070617_WS","E120.1",2017-07-07 18:57:00,"T","initial","Analysis","552770","","","",""
"","","13MILL-6.7_070617_WS","SM2340B",2017-07-12 15:10:00,"T","initial","Analysis","6-Jul-12","","","",""
"","","13MILL-6.7_070617_WS","Calculation",2017-07-07 10:32:00,"T","initial","Analysis","552794","","","",""
"","","13MILL-6.7_070617_WS","E353.2",2017-07-08 13:32:00,"T","initial","Analysis","552791","","","",""
"","","13MILL-6.7_070617_WS","E353.2",2017-07-07 10:32:00,"T","initial","Analysis","552794","","","",""
"","","13MILL-6.7_070617_WS","SM 4500-H+B",2017-07-07 18:57:00,"T","initial","Analysis","552764","","","",""
"","","13MILL-6.7_070617_WS","E365.1",2017-07-19 15:21:00,"T","initial","Prep","292627","","","",""
"","","13MILL-6.7_070617_WS","E180.1",2017-07-07 17:30:00,"T","initial","Analysis","552763","","","",""
"","","13MILL-6.7EB_070617_WS","SM 2320 B",2017-07-10 22:10:00,"T","initial","Analysis","552987","","","",""
"","","13MILL-6.7EB_070617_WS","D6919-09",2017-07-11 20:22:00,"T","initial","Analysis","553178","","","",""
"","","13MILL-6.7EB_070617_WS","E300.0",2017-07-10 16:08:00,"T","initial","Analysis","553044","","","",""
"","","13MILL-6.7EB_070617_WS","E120.1",2017-07-07 18:57:00,"T","initial","Analysis","552770","","","",""
"","","13MILL-6.7EB_070617_WS","SM2340B",2017-07-12 15:13:00,"T","initial","Analysis","6-Jul-12","","","",""
"","","13MILL-6.7EB_070617_WS","Calculation",2017-07-07 10:35:00,"T","initial","Analysis","552851","","","",""
"","","13MILL-6.7EB_070617_WS","E353.2",2017-07-08 13:36:00,"T","initial","Analysis","552791","","","",""
"","","13MILL-6.7EB_070617_WS","E353.2",2017-07-07 10:35:00,"T","initial","Analysis","552851","","","",""
"","","13MILL-6.7EB_070617_WS","SM 4500-H+B",2017-07-07 18:57:00,"T","initial","Analysis","552764","","","",""
"","","13MILL-6.7EB_070617_WS","E365.1",2017-07-19 15:22:00,"T","initial","Prep","292627","","","",""
"","","13MILL-6.7EB_070617_WS","E180.1",2017-07-07 17:30:00,"T","initial","Analysis","552763","","","",""
"","","13BLAG-3.4 Dup_070617_WS","SM 2320 B",2017-07-10 22:12:00,"T","initial","Analysis","552987","","","",""
"","","13BLAG-3.4 Dup_070617_WS","D6919-09",2017-07-11 21:43:00,"T","initial","Analysis","553178","","","",""
"","","13BLAG-3.4 Dup_070617_WS","E300.0",2017-07-10 16:18:00,"T","initial","Analysis","553044","","","",""
"","","13BLAG-3.4 Dup_070617_WS","E120.1",2017-07-07 18:57:00,"T","initial","Analysis","552770","","","",""
"","","13BLAG-3.4 Dup_070617_WS","SM2340B",2017-07-12 15:16:00,"T","initial","Analysis","6-Jul-12","","","",""
"","","13BLAG-3.4 Dup_070617_WS","Calculation",2017-07-07 10:36:00,"T","initial","Analysis","552851","","","",""
"","","13BLAG-3.4 Dup_070617_WS","E353.2",2017-07-08 13:37:00,"T","initial","Analysis","552791","","","",""
"","","13BLAG-3.4 Dup_070617_WS","E353.2",2017-07-07 10:36:00,"T","initial","Analysis","552851","","","",""
"","","13BLAG-3.4 Dup_070617_WS","SM 4500-H+B",2017-07-07 18:57:00,"T","initial","Analysis","552764","","","",""
"","","13BLAG-3.4 Dup_070617_WS","E365.1",2017-07-19 15:23:00,"T","initial","Prep","292627","","","",""
"","","13BLAG-3.4 Dup_070617_WS","E180.1",2017-07-07 17:30:00,"T","initial","Analysis","552763","","","",""
"","","552986-MB1","SM 2320 B",2017-07-10 19:08:00,"T","initial","Analysis","552986","","","",""
"","","552978-MB1","D6919-09",2017-07-10 17:41:00,"T","initial","Analysis","552978","","","",""
"","","552988-MB1","E300.0",2017-07-10 11:33:00,"T","initial","Analysis","552988","","","",""
"","","552790-MB1","E353.2",2017-07-08 12:51:00,"T","initial","Analysis","552790","","","",""
"","","552794-MB1","E353.2",2017-07-07 10:01:00,"T","initial","Analysis","552794","","","",""
"","","292627-MB1","E365.1",2017-07-19 14:55:00,"T","initial","Prep","292627","","","",""
"","","552763-MB1","E180.1",2017-07-07 17:30:00,"T","initial","Analysis","552763","","","",""
"","","552987-MB2","SM 2320 B",2017-07-10 21:09:00,"T","initial","Analysis","552987","","","",""
"","","552980-MB2","D6919-09",2017-07-11 00:06:00,"T","initial","Analysis","552980","","","",""
"","","553044-MB2","E300.0",2017-07-10 15:47:00,"T","initial","Analysis","553044","","","",""
"","","552791-MB2","E353.2",2017-07-08 13:24:00,"T","initial","Analysis","552791","","","",""
"","","552851-MB2","E353.2",2017-07-07 10:33:00,"T","initial","Analysis","552851","","","",""
"","","553176-MB3","D6919-09",2017-07-11 09:56:00,"T","initial","Analysis","553176","","","",""
"","","553045-MB3","E300.0",2017-07-10 20:00:00,"T","initial","Analysis","553045","","","",""
"","","553178-MB4","D6919-09",2017-07-11 16:22:00,"T","initial","Analysis","553178","","","",""
"","","553173-MB4","E300.0",2017-07-11 18:42:00,"T","initial","Analysis","553173","","","",""
"","","553179-MB","D6919-09",2017-07-11 22:47:00,"T","initial","Analysis","553179","","","",""
"","","552986-LCS1","SM 2320 B",2017-07-10 19:29:00,"T","initial","Analysis","552986","","","",""
"","","552978-LCS1","D6919-09",2017-07-10 17:57:00,"T","initial","Analysis","552978","","","",""
"","","552988-LCS1","E300.0",2017-07-10 11:44:00,"T","initial","Analysis","552988","","","",""
"","","552790-LCS1","E353.2",2017-07-08 12:52:00,"T","initial","Analysis","552790","","","",""
"","","552794-LCS1","E353.2",2017-07-07 10:03:00,"T","initial","Analysis","552794","","","",""
